id,className,a-index,inDeg,isKey?,OSE
103,org.jhotdraw.test.standard.ChangeConnectionEndHandleTest,21.5,0,0,0
104,org.jhotdraw.figures.PolyLineHandle.UndoActivity,49.833332,2,0,0.1821935
105,org.jhotdraw.contrib.Helper,137,1,0,0.090190089
106,org.jhotdraw.contrib.zoom.ZoomTool,61.4,1,0,0.044910351
107,org.jhotdraw.test.standard.SendToBackCommandTest,41,0,0,0
108,org.jhotdraw.standard.NorthEastHandle,59.833332,1,0,0.061298225
109,org.jhotdraw.framework.FigureAttributeConstant,38.363636,23,2,49.85711296
110,org.jhotdraw.contrib.html.HTMLContentProducer,11,1,0,0.043143139
111,org.jhotdraw.contrib.NestedCreationTool,53,1,0,0.115351139
112,org.jhotdraw.framework.Drawing,44.588234,56,1,54.63202409
113,org.jhotdraw.contrib.dnd.JHDDragSourceListener,52.57143,1,0,0.147619755
114,org.jhotdraw.standard.QuadTree,45.5,1,0,0.265909994
115,org.jhotdraw.test.figures.NullFigureTest,10,0,0,0
116,org.jhotdraw.contrib.PolygonFigure,29,10,0,1.912749354
117,org.jhotdraw.test.figures.ChopEllipseConnectorTest,5,0,0,0
118,org.jhotdraw.test.util.ColorMapTest,6,0,0,0
119,org.jhotdraw.contrib.CommandHolder,9.666667,2,0,0.351455796
120,org.jhotdraw.standard.SingleFigureEnumerator,33.5,18,2,3.303050847
121,org.jhotdraw.contrib.DesktopListener,19.333334,7,2,2.513201102
122,org.jhotdraw.util.PaletteButton,30,4,0,1.071810243
123,org.jhotdraw.samples.minimap.MiniMapApplication,8,1,0,0.090190089
124,org.jhotdraw.contrib.dnd.JHDDropTargetListener,59,1,0,0.147619755
125,org.jhotdraw.framework.JHotDrawException,0,0,0,0
126,org.jhotdraw.contrib.SplitConnectionTool,53.9,2,0,0.180332685
127,org.jhotdraw.test.standard.HandleEnumeratorTest,40.333332,0,0,0
128,org.jhotdraw.figures.GroupCommand.UndoActivity,67.625,1,0,0.035410541
129,org.jhotdraw.test.util.collections.jdk12.AllTests,12,1,0,0.042402484
130,org.jhotdraw.figures.LineFigure,20.857143,7,0,0.665772693
131,org.jhotdraw.test.util.collections.jdk11.SetWrapperTest,3,0,0,0
132,org.jhotdraw.test.standard.LocatorConnectorTest,7,0,0,0
133,org.jhotdraw.test.samples.javadraw.AllTests,12,1,0,0.042402484
134,org.jhotdraw.contrib.CompositeFigureCreationTool,51.857143,2,0,0.180332685
135,org.jhotdraw.test.contrib.MDI_DrawApplicationTest,11,0,0,0
136,org.jhotdraw.test.samples.javadraw.MySelectionToolTest,39.5,0,0,0
137,org.jhotdraw.contrib.html.AbstractContentProducer,21,3,0,0.129368054
138,org.jhotdraw.test.util.GeomTest,22,0,0,0
139,org.jhotdraw.test.samples.pert.PertFigureTest,18,0,0,0
140,org.jhotdraw.test.contrib.SVGDrawAppTest,5,0,0,0
141,org.jhotdraw.contrib.GraphicalCompositeFigure,39.57143,3,0,0.482804925
142,org.jhotdraw.test.standard.NullHandleTest,29,0,0,0
143,org.jhotdraw.standard.ChangeConnectionEndHandle,54,3,0,0.342970202
144,org.jhotdraw.test.standard.FigureAndEnumeratorTest,46.4,0,0,0
145,org.jhotdraw.figures.PolyLineLocator,56.666668,1,0,0.209182517
146,org.jhotdraw.contrib.MDIDesktopPane,36.42857,7,2,1.059854674
147,org.jhotdraw.contrib.html.ContentProducerRegistry,24.8,1,0,0.224272232
148,org.jhotdraw.figures.FontSizeHandle.UndoActivity,65.75,1,0,0.083013452
149,org.jhotdraw.test.samples.javadraw.JavaDrawViewerTest,11,0,0,0
150,org.jhotdraw.standard.NorthHandle,59.833332,1,0,0.061298225
151,org.jhotdraw.util.Clipboard,14,3,0,0.49003634
152,org.jhotdraw.test.standard.FastBufferedUpdateStrategyTest,5,0,0,0
153,org.jhotdraw.test.util.UndoableHandleTest,36.25,0,0,0
154,org.jhotdraw.figures.NullFigure,42.88889,2,0,0.122363333
155,org.jhotdraw.framework.ConnectionFigure,31.583334,22,2,35.62574937
156,org.jhotdraw.test.contrib.TriangleFigureTest,14,0,0,0
157,org.jhotdraw.figures.TextTool,47.07143,9,2,1.160966126
158,org.jhotdraw.framework.Painter,35.333332,12,0,18.20480952
159,org.jhotdraw.contrib.TextAreaFigure,39,3,0,1.285237572
160,org.jhotdraw.util.UndoRedoActivity,68.5,1,0,0.30256158
161,org.jhotdraw.test.samples.javadraw.BouncingDrawingTest,10,0,0,0
162,org.jhotdraw.standard.AlignCommand.UndoActivity,78.4,1,0,0.04250659
163,org.jhotdraw.contrib.dnd.JHDDragSourceListener.RemoveUndoActivity,62.125,1,0,0.045277229
164,org.jhotdraw.standard.HandleEnumerator,26.6875,22,2,6.379084046
165,org.jhotdraw.test.standard.NullToolTest,38.5,0,0,0
166,org.jhotdraw.framework.FigureSelection,37.666668,6,0,8.304427066
167,org.jhotdraw.test.samples.minimap.AllTests,12,1,0,0.042402484
168,org.jhotdraw.figures.PolyLineFigure,34.42857,18,0,6.133664832
169,org.jhotdraw.test.figures.PolyLineFigureTest,14,0,0,0
170,org.jhotdraw.contrib.dnd.DNDFigures,36.2,2,0,0.045836477
171,org.jhotdraw.contrib.html.ContentProducerContext,6.2,10,0,1.415436032
172,org.jhotdraw.contrib.PolygonScaleHandle,46.666668,1,0,0.122193307
173,org.jhotdraw.contrib.TriangleFigure,33,6,0,0.485110407
174,org.jhotdraw.contrib.zoom.ZoomAreaTracker,27.5,1,0,0.046986537
175,org.jhotdraw.figures.GroupHandle,40.8,1,0,0.231773475
176,org.jhotdraw.standard.AWTCursor,19.857143,6,0,1.834426957
177,org.jhotdraw.util.VersionManagement,37.333332,4,0,0.29926573
178,org.jhotdraw.test.contrib.DiamondFigureTest,10,0,0,0
179,org.jhotdraw.figures.InsertImageCommand.UndoActivity,44.666668,1,0,0.03721704
180,org.jhotdraw.test.util.StandardStorageFormatTest,10,0,0,0
181,org.jhotdraw.figures.NullConnector,51.333332,2,0,0.18294208
182,org.jhotdraw.standard.AlignCommand.Alignment,48.333332,2,0,0.527708005
183,org.jhotdraw.test.samples.javadraw.AnimatorTest,51.2,0,0,0
184,org.jhotdraw.test.samples.net.NodeFigureTest,17,0,0,0
185,org.jhotdraw.test.contrib.FloatingTextAreaTest,2,0,0,0
186,org.jhotdraw.test.standard.CutCommandTest,42.5,0,0,0
187,org.jhotdraw.test.contrib.CommandMenuItemTest,29.25,0,0,0
188,org.jhotdraw.contrib.html.TriangleFigureGeometricAdapter,10,0,0,0
189,org.jhotdraw.contrib.PolygonScaleHandle.UndoActivity,56.2,1,0,0.04572817
190,org.jhotdraw.util.ColorMap,35.25,5,0,0.575549657
191,org.jhotdraw.samples.javadraw.URLTool,65.125,3,0,0.254452202
192,org.jhotdraw.test.samples.pert.AllTests,12,1,0,0.042402484
193,org.jhotdraw.standard.BringToFrontCommand.UndoActivity,64,1,0,0.028749191
194,org.jhotdraw.test.framework.FigureAttributeConstantTest,24,0,0,0
195,org.jhotdraw.standard.LocatorConnector,43.666668,2,0,0.43803584
196,org.jhotdraw.framework.DrawingChangeListener,47.4,5,0,12.87406069
197,org.jhotdraw.contrib.zoom.DoubleBufferImage,3,0,0,0
198,org.jhotdraw.application.DrawApplication,45.142857,22,1,16.49111973
199,org.jhotdraw.framework.Connector,31.428572,23,2,32.44925813
200,org.jhotdraw.standard.ReverseFigureEnumerator,60.6,4,0,3.633211779
201,org.jhotdraw.contrib.TriangleRotationHandle.UndoActivity,55,1,0,0.04572817
202,org.jhotdraw.test.samples.javadraw.JavaDrawAppTest,70.5,0,0,0
203,org.jhotdraw.standard.DragTracker.UndoActivity,65.75,1,0,0.028082336
204,org.jhotdraw.standard.SimpleUpdateStrategy,46,5,0,0.240758557
205,org.jhotdraw.contrib.html.RoundRectangleGeometricAdapter,12,0,0,0
206,org.jhotdraw.util.JDOStorageFormat.DrawingListModel,42.333332,1,0,0.180512922
207,org.jhotdraw.test.figures.RectangleFigureTest,44,0,0,0
208,org.jhotdraw.standard.AbstractTool.EventDispatcher,26.4,2,0,5.085813848
209,org.jhotdraw.standard.NullHandle,30.6,11,2,3.861085124
210,org.jhotdraw.test.util.StorableOutputTest,41,0,0,0
211,org.jhotdraw.contrib.zoom.ZoomCommand,28.5,0,0,0
212,org.jhotdraw.test.standard.ConnectionToolTest,42.333332,0,0,0
213,org.jhotdraw.standard.ChangeConnectionHandle.UndoActivity,60,2,0,0.13504102
214,org.jhotdraw.util.collections.jdk11.SetWrapper,4,2,2,0.274926546
215,org.jhotdraw.standard.FigureTransferCommand,37.727272,10,0,1.510435175
216,org.jhotdraw.contrib.WindowMenu,25.833334,2,0,0.180332685
217,org.jhotdraw.test.util.UndoRedoActivityTest,49.42857,0,0,0
218,org.jhotdraw.contrib.ChopDiamondConnector,43.25,2,0,0.266353043
219,org.jhotdraw.framework.Tool,43.23077,23,1,24.31529506
220,org.jhotdraw.test.standard.AllTests,12,1,0,0.042402484
221,org.jhotdraw.test.figures.ElbowHandleTest,37.666668,0,0,0
222,org.jhotdraw.util.collections.jdk12.CollectionsFactoryJDK12,57,1,0,0.115351139
223,org.jhotdraw.contrib.html.ResourceContentProducer,25,0,0,0
224,org.jhotdraw.test.contrib.MDIDesktopPaneTest,42.5,0,0,0
225,org.jhotdraw.standard.DeleteCommand.UndoActivity,52.166668,3,0,0.147689455
226,org.jhotdraw.test.standard.GridConstrainerTest,4,0,0,0
227,org.jhotdraw.test.standard.FigureChangeAdapterTest,4,0,0,0
228,org.jhotdraw.util.UndoManager,46.2,11,0,6.769897625
229,org.jhotdraw.figures.UngroupCommand.UndoActivity,75.833336,1,0,0.031892123
230,org.jhotdraw.util.Animatable,7.25,4,0,0.533871124
231,org.jhotdraw.test.standard.ReverseFigureEnumeratorTest,34.5,0,0,0
232,org.jhotdraw.standard.GridConstrainer,7.6666665,3,2,0.280557825
233,org.jhotdraw.test.figures.GroupCommandTest,40.5,0,0,0
234,org.jhotdraw.samples.net.NodeFigure,35.07143,2,2,0.267114405
235,org.jhotdraw.samples.nothing.NothingApplet,25.333334,1,0,0.090190089
236,org.jhotdraw.test.util.SerializationStorageFormatTest,4,0,0,0
237,org.jhotdraw.samples.minimap.MiniMapDesktop,35.2,2,0,0.142352225
238,org.jhotdraw.test.contrib.ChopPolygonConnectorTest,4,0,0,0
239,org.jhotdraw.test.standard.ToggleGridCommandTest,40,0,0,0
240,org.jhotdraw.util.Command,39.857143,16,2,10.84948608
