id,className,a-index,inDeg,isKey?,OSE
149,org.argouml.uml.cognitive.checklist.ChAssociation,15,0,0,0
150,org.argouml.uml.ui.ActionLayout,43.25,1,0,0.036404027
151,org.argouml.cognitive.Poster,53.857143,8,0,11.51282794
152,org.argouml.ui.TabResults,45,3,0,0.127040492
153,org.argouml.uml.UMLChangeRegistry,45,1,0,0.125074871
154,org.argouml.uml.diagram.ui.FigDependency,12.8,4,0,0.088133945
155,org.argouml.ui.TreeModelPrereqs,14.714286,53,2,4.735147514
156,org.argouml.language.java.ui.JavaEditorKit,4.6666665,1,0,0.029543252
157,org.argouml.ui.ActionSaveConfiguration,53.75,1,0,0.150882601
158,org.argouml.xml.NodeRealizer,2.5,3,0,0.10118157
159,org.argouml.uml.ui.UMLClassifierNameComparator,5,1,0,0.016372636
160,org.argouml.uml.diagram.state.ui.FigForkState,14.5,1,0,0.01863514
161,org.argouml.application.security.ArgoSecurityException,2,1,0,0.032745272
162,org.argouml.uml.cognitive.critics.CrAlreadyRealizes,110.25,1,0,0.008055952
163,org.argouml.uml.ColumnBaseForObject,88,1,0,0.224095054
164,org.argouml.uml.diagram.use_case.TableModelUseCaseByProps,27.25,1,0,0.016372636
165,org.argouml.application.api.NotationContext,22.4,4,0,0.593621829
166,org.argouml.uml.diagram.ui.GoProjectDiagram,51,1,0,0.021680611
167,org.argouml.uml.ColumnSrcType,44.5,1,0,0.224095054
168,org.argouml.uml.cognitive.critics.CrTooManyTransitions,110.25,1,0,0.008055952
169,org.argouml.pattern.cognitive.critics.PatternStereotypes,0,0,0,0
170,org.argouml.uml.ui.foundation.core.PropPanelModelElement,18.818182,37,2,1.829019002
171,org.argouml.uml.diagram.ui.FigEdgeModelElement,43.1,15,0,0.749654625
172,org.argouml.uml.ui.UMLSupplierDependencyListModel,29.333334,1,0,0.016962641
173,org.argouml.uml.ui.UMLAttributesListModel,25.166666,2,0,0.039928731
174,org.argouml.application.api.PluggableNotation,9,0,0,0
175,org.argouml.kernel.DelayedChangeNotify,20.166666,8,0,1.879478229
176,org.argouml.uml.ui.UMLInitialValueComboBox,24.75,2,0,0.035651484
177,org.argouml.uml.cognitive.critics.CrLinkWithoutStimulus,79.71429,1,0,0.008055952
178,org.argouml.util.TrashItem,5,1,0,0.240504201
179,org.argouml.uml.cognitive.checklist.Init,9.666667,1,0,0.017554907
180,org.argouml.uml.diagram.use_case.ui.TablePanelUMLUseCaseDiagram,6.5,0,0,0
181,org.argouml.uml.ui.UMLComboBoxEntry,12.25,3,0,0.735098796
182,org.argouml.uml.ui.ActionGenerateAll,45.5,1,0,0.150882601
183,org.argouml.uml.reveng.java.PackageContext,5.75,2,0,0.243228758
184,org.argouml.uml.cognitive.critics.CrMissingClassName,81.28571,1,0,0.008055952
185,org.argouml.ui.ActionNextDetailsTab,50.75,1,0,0.012522961
186,org.argouml.language.java.Token.Declaration,12,1,0,0.067938546
187,org.argouml.language.ui.SettingsTabNotation,14.75,0,0,0
188,org.argouml.ui.JasonsBigTheme,15,1,0,0.009417433
189,org.argouml.application.api.ArgoSingletonModule,7,1,0,0.028023412
190,org.argouml.application.helpers.ResourceBundleHelper,4.5,1,0,0.012132524
191,org.argouml.ui.SettingsResourceBundle_de,0,0,0,0
192,org.argouml.ui.NavigatorPane.NavigatorMouseListener,10,1,0,0.01917959
193,org.argouml.uml.ColumnClient,68,1,0,0.224095054
194,org.argouml.cognitive.ToDoList,47.666668,21,1,11.65340974
195,org.argouml.uml.ui.UMLSpecializationListModel,21.142857,4,0,0.083543695
196,org.argouml.uml.diagram.state.ui.SelectionState,12,4,0,0.099329632
197,org.argouml.language.java.ui.JavaDocument.LocalEnvironment,4,1,0,0.023980498
198,org.argouml.uml.diagram.sequence.TableModelSeqObjectByProps,30,1,0,0.016372636
199,org.argouml.uml.cognitive.critics.CrCompInstanceWithoutNode,80.57143,1,0,0.008055952
200,org.argouml.cognitive.critics.CurDecisionCM,66.75,1,0,0.009703763
201,org.argouml.uml.diagram.static_structure.ui.SelectionClass,15.333333,1,0,0.026377857
202,org.argouml.uml.ui.UMLStimulusListModel,29,1,0,0.035504432
203,org.argouml.uml.MMUtil,33.7,35,2,10.38825607
204,org.argouml.uml.ui.UMLResourceBundle_fr,0,0,0,0
205,org.argouml.ui.ActionGotoDiagram,57,1,0,0.012522961
206,org.argouml.uml.diagram.ui.GoElementToReqElement,53,0,0,0
207,org.argouml.util.CheckResourceBundle,0,0,0,0
208,org.argouml.kernel.ResetStatsLater,87,1,0,0.061268581
209,org.argouml.uml.ui.ActionProperties,48.6,2,0,0.042715692
210,org.argouml.cognitive.ToDoListEvent,11.25,9,0,1.466126705
211,org.argouml.application.api.ArgoEventListener,8.666667,4,0,0.3484395
212,org.argouml.cognitive.Designer,61.1,132,1,72.16671796
213,org.argouml.uml.ui.UMLGeneralizationsListModel,29,0,0,0
214,org.argouml.ui.ActionNavBack,59.4,1,0,0.012522961
215,org.argouml.uml.reveng.java.JavaLexer,5,2,0,0.096384619
216,org.argouml.uml.diagram.deployment.ui.FigMNode,21.5,3,0,0.037808649
217,org.argouml.uml.diagram.static_structure.layout.ClassdiagramLayouter,7.3333335,2,0,0.055182385
218,org.argouml.uml.diagram.ui.FigTrace,0,0,0,0
219,org.argouml.language.java.ui.JavaDocument.AttributeKey,4,1,0,0.01492459
220,org.argouml.uml.diagram.state.PredIsFinalState,0,0,0,0
221,org.argouml.uml.diagram.static_structure.ui.StylePanelFigClass,10.666667,1,0,0.020692028
222,org.argouml.uml.diagram.static_structure.TableModelAssocByProps,29.25,2,0,0.034721313
223,org.argouml.language.java.ui.JavaDocument,3.3333333,2,0,0.046710401
224,org.argouml.ui.ActionResolve,13.333333,1,0,0.012522961
225,org.argouml.uml.diagram.deployment.ui.FigComponentInstance,19.5,4,0,0.048011105
226,org.argouml.xml.RealizerFactory,3,1,0,0.043281208
227,org.argouml.uml.ui.UMLExtensionPointListModel,24.75,1,0,0.016932384
228,org.argouml.util.ChangeRegistry,48.5,3,0,0.437357898
229,org.argouml.uml.cognitive.critics.CrClassMustBeAbstract,95.4,1,0,0.008055952
230,org.argouml.cognitive.checklist.ui.TableModelChecklist,6.8,1,0,0.051419967
231,org.argouml.uml.ui.ActionAddNote,30.5,5,0,0.073536329
232,org.argouml.application.api.PluggableResourceBundle,6,2,0,0.042809663
233,org.argouml.uml.diagram.use_case.ui.UseCaseDiagramRenderer,6.6666665,1,0,0.031259166
234,org.argouml.uml.ColumnEffect,38,1,0,0.224095054
235,org.argouml.application.Main,42,3,0,0.458762875
236,org.argouml.pattern.cognitive.critics.CrSingletonViolated,94.166664,1,0,0.008055952
237,org.argouml.ui.SplashScreen,10.5,1,0,0.024284793
238,org.argouml.uml.ui.ActionImportFromSources,63.5,1,0,0.150882601
239,org.argouml.uml.cognitive.critics.CrNoAssociations,110.25,1,0,0.008055952
240,org.argouml.uml.ColumnCompNode,68,1,0,0.224095054
241,org.argouml.uml.diagram.static_structure.ui.FigLink,14.75,3,0,0.058026002
242,org.argouml.uml.ui.ActionNew,52.8,1,0,0.150882601
243,org.argouml.uml.cognitive.critics.CrNonAggDataType,110.25,1,0,0.008055952
244,org.argouml.uml.ui.behavior.state_machines.PropPanelEvent,36.2,1,0,0.015910825
245,org.argouml.uml.generator.ui.TableModelClassChecks,6,1,0,0.059632887
246,org.argouml.uml.diagram.collaboration.ui.CollabDiagramRenderer,6,1,0,0.01686572
247,org.argouml.uml.ColumnEntry,38,1,0,0.224095054
248,org.argouml.uml.diagram.activity.ui.FigActionState,11.666667,1,0,0.01863514
249,org.argouml.uml.cognitive.critics.CrInvalidJoin,110.25,1,0,0.008055952
250,org.argouml.uml.cognitive.checklist.ChState,15,0,0,0
251,org.argouml.cognitive.ui.AddToDoItemDialog,76,1,0,0.025679733
252,org.argouml.uml.ui.ActionExit,47,2,0,0.193872377
253,org.argouml.uml.cognitive.critics.CrNodeInsideElement,92.833336,1,0,0.008055952
254,org.argouml.uml.ui.behavior.state_machines.PropPanelTransition,46.6,1,0,0.016787133
255,org.argouml.ui.SettingsResourceBundle_fr,0,0,0,0
256,org.argouml.uml.ui.ActionAddOperation,42.42857,3,0,0.049556799
257,org.argouml.uml.DocumentationManager,11,3,0,0.066778834
258,org.argouml.ui.TabHistory,10,0,0,0
259,org.argouml.uml.ui.ActionRemoveFromModel,55,2,0,0.169776256
260,org.argouml.uml.cognitive.critics.CrReturnWithoutCall,79.71429,1,0,0.008055952
261,org.argouml.ui.ActionFlatToDo,50.75,1,0,0.012522961
262,org.argouml.uml.diagram.sequence.ui.SequenceDiagramLayout,12.25,1,0,0.055500307
263,org.argouml.ui.ActionMoreInfo,16.5,1,0,0.012522961
264,org.argouml.uml.diagram.deployment.ui.SelectionObject,11.333333,1,0,0.030296294
265,org.argouml.uml.cognitive.critics.CrDupParamName,95.4,1,0,0.008055952
266,org.argouml.uml.ui.foundation.core.PropPanelParameter,29.333334,1,0,0.016787133
267,org.argouml.language.java.Token.Punctuation,12,1,0,0.117488215
268,org.argouml.uml.cognitive.critics.CrUtilityViolated,96,0,0,0
269,org.argouml.uml.cognitive.critics.CrInterfaceWithoutComponent,81.42857,1,0,0.008055952
270,org.argouml.kernel.ArgoFileFilter,0,0,0,0
271,org.argouml.uml.ColumnDstName,68,1,0,0.224095054
272,org.argouml.cognitive.ToDoItem,42,86,1,41.12670684
273,org.argouml.uml.ProfileJava,31,1,0,2.561269631
274,org.argouml.uml.diagram.ui.GoProjectModel,51,1,0,0.105915181
275,org.argouml.uml.ui.ActionClassDiagram,43.333332,2,0,0.177499741
276,org.argouml.uml.reveng.java.Modeller,7,2,0,0.33175352
277,org.argouml.uml.generator.Parser,25,1,0,0.107161468
278,org.argouml.ui.ActionSnooze,27.8,1,0,0.012522961
279,org.argouml.uml.cognitive.UMLCognitiveResourceBundle,0,0,0,0
280,org.argouml.cognitive.ui.WizDescription,36.25,1,0,0.039022298
281,org.argouml.uml.ui.UMLReflectionBooleanProperty,13.444445,13,0,1.415696556
282,org.argouml.uml.cognitive.critics.CrNoTransitions,110.25,1,0,0.008055952
283,org.argouml.uml.cognitive.critics.WizNavigable,33.75,0,0,0
284,org.argouml.ui.ActionNewToDoItem,28,1,0,0.012522961
285,org.argouml.uml.ColumnFeatureVis,68,1,0,0.224095054
286,org.argouml.uml.cognitive.critics.CrCircularAssocClass,110.25,1,0,0.008055952
287,org.argouml.uml.diagram.deployment.ui.SelectionComponent,11,1,0,0.025719151
288,org.argouml.uml.cognitive.critics.ClOperationCompartment,29,2,0,0.017832202
289,org.argouml.language.java.Token.Statement,12,1,0,0.235470039
290,org.argouml.uml.ui.UMLTextField,21.625,9,0,0.624528397
291,org.argouml.ui.Clarifier,27.75,3,0,0.091755485
292,org.argouml.cognitive.critics.Critic,52.77778,107,1,45.5336688
293,org.argouml.uml.diagram.ui.GoDiagramToEdge,51,1,0,0.021680611
294,org.argouml.uml.ui.TabDocumentation,22.25,0,0,0
295,org.argouml.ui.UpArrowIcon,13,1,0,0.01981494
296,org.argouml.ui.MenuResourceBundle_fr,0,0,0,0
297,org.argouml.ocl.OCLExpander,3,0,0,0
298,org.argouml.uml.cognitive.critics.ClClassName,26.571428,9,0,0.097312083
299,org.argouml.uml.diagram.ui.ActionAddExistingNode,55.333332,1,0,0.017823605
300,org.argouml.cognitive.critics.DesignGoalsCM,66.75,1,0,0.009703763
301,org.argouml.uml.diagram.sequence.ui.FigSeqLink,15.714286,10,2,0.544751974
302,org.argouml.uml.diagram.use_case.ui.FigActor,15.333333,2,0,0.029352199
303,org.argouml.uml.ui.ActionMultiplicity,30,1,0,0.097285768
304,org.argouml.uml.diagram.static_structure.ui.TablePanelUMLClassDiagram,12.75,0,0,0
305,org.argouml.language.java.Token,5,11,0,1.70092502
306,org.argouml.uml.diagram.deployment.ui.SelectionComponentInstance,11.666667,1,0,0.024992043
307,org.argouml.xml.pgml.PGMLParser,45.5,2,0,0.12601398
308,org.argouml.uml.diagram.sequence.ui.ActionAddLink,17,1,0,0.141100385
309,org.argouml.uml.ColumnOperKeyword,35,1,0,0.224095054
310,org.argouml.uml.ui.behavior.state_machines.PropPanelCallEvent,35.5,1,0,0.016787133
311,org.argouml.application.configuration.ConfigurationFactory,15.25,1,0,0.148167934
312,org.argouml.uml.ui.UMLNameEventListener,29,1,0,7.04643563
313,org.argouml.uml.diagram.collaboration.ui.GoCollaborationDiagram,74.5,1,0,0.010634315
314,org.argouml.uml.ui.UMLClassifiersListModel,23.6,1,0,0.020809577
315,org.argouml.cognitive.Goal,60.833332,11,0,4.981720847
316,org.argouml.uml.ui.UMLComboBoxModel,19.428572,7,2,0.872028356
317,org.argouml.uml.cognitive.critics.CrUselessAbstract,90.4,1,0,0.008055952
318,org.argouml.uml.diagram.ui.UMLDiagram,25.571428,11,2,1.786150987
319,org.argouml.application.api.NotationProvider,12.25,3,0,0.791805319
320,org.argouml.ui.ActionUndo,40.5,1,0,0.012522961
321,org.argouml.uml.cognitive.critics.CrDisambigStateName,90.8,1,0,0.008055952
322,org.argouml.uml.ColumnTarget,44.5,1,0,0.224095054
323,org.argouml.uml.cognitive.critics.CrTooManyStates,110.25,1,0,0.008055952
324,org.argouml.uml.diagram.ui.FigAssociation,17,3,0,0.076239959
325,org.argouml.uml.diagram.static_structure.ui.SelectionInterface,13.666667,1,0,0.025666792
326,org.argouml.language.java.generator.PackageCodePiece,11,1,0,0.016573055
327,org.argouml.uml.ui.UMLListCellRenderer,0,0,0,0
328,org.argouml.cognitive.ui.GoListToGoalsToItems,48.42857,2,0,0.044206636
329,org.argouml.uml.cognitive.critics.CrNodeInstanceInsideElement,80.57143,1,0,0.008055952
330,org.argouml.uml.ColumnType,62,1,0,0.224095054
331,org.argouml.uml.diagram.use_case.ui.SelectionActor,10.333333,1,0,0.030900072
332,org.argouml.uml.diagram.sequence.SequenceDiagramGraphModel,17,1,0,0.041478277
333,org.argouml.uml.diagram.state.ui.GoMachineDiagram,74.5,1,0,0.033046003
334,org.argouml.ui.MenuResourceBundle,0,0,0,0
335,org.argouml.uml.ui.ActionActivityDiagram,41.666668,1,0,0.150882601
336,org.argouml.uml.ui.behavior.state_machines.PropPanelState,21.714285,4,0,0.06601189
337,org.argouml.uml.diagram.state.ui.GoStateToOutgoingTrans,51,1,0,0.021680611
338,org.argouml.uml.cognitive.critics.ChildGenDerivedClasses,6,1,0,0.008594199
339,org.argouml.uml.cognitive.critics.WizMEName,39.666668,0,0,0
340,org.argouml.uml.diagram.use_case.UseCaseDiagramGraphModel,22,1,0,0.031259166
341,org.argouml.language.NotationResourceBundle,3,0,0,0
342,org.argouml.language.java.cognitive.critics.CrMultipleInheritance,92.666664,1,0,0.008055952
343,org.argouml.uml.ui.foundation.core.PropPanelNamespace,34.5,2,0,0.058506581
344,org.argouml.uml.diagram.state.ui.FigFinalState,10.75,1,0,0.01863514
345,org.argouml.ui.ActionAboutArgoUML,40.5,1,0,0.012522961
346,org.argouml.uml.diagram.state.ui.GoTransToSourceState,51,1,0,0.021680611
347,org.argouml.uml.cognitive.critics.CrObjectWithoutClassifier,78.333336,0,0,0
348,org.argouml.uml.ColumnExit,38,1,0,0.224095054
349,org.argouml.uml.ui.ActionCompartmentDisplay,35.5,1,0,0.082721455
